Order_ID,Customer_ID,Restaurant_ID,Order_Date,City,Order_Value,Payment_Method,Rating,Delivery_Time(min)
O3422,C515,R287,2023-03-27,Chennai,1434.02,COD,5,50
O3423,C788,R303,2024-01-01,Chennai,491.1,UPI,4,33
O3424,C639,R233,2023-04-19,Mumbai,1124.14,COD,1,34
O3425,C598,R301,2024-03-15,Hyderabad,910.01,Credit Card,2,36
O3426,C245,R326,2024-07-25,Hyderabad,432.47,UPI,4,45
O3427,C524,R268,2024-08-06,Bangalore,467.04,UPI,1,55
O3428,C687,R239,2024-06-02,Delhi,787.61,COD,4,58
O3429,C877,R279,2023-10-25,Hyderabad,686.93,UPI,4,18
O3430,C266,R340,2024-09-04,Bangalore,507.72,Credit Card,5,17
O3431,C109,R230,2023-09-01,Mumbai,1230.52,Credit Card,4,51
O3432,C173,R315,2024-04-05,Delhi,774.05,COD,5,39
O3433,C414,R262,2024-04-10,Delhi,1016.79,Debit Card,1,51
O3434,C773,R247,2023-03-24,Chennai,364.98,Credit Card,1,18
O3435,C106,R286,2024-02-02,Pune,846.91,Credit Card,5,53
O3436,C486,R247,2023-07-30,Chennai,545.17,UPI,3,21
O3437,C376,R260,2023-03-29,Mumbai,836.98,UPI,4,21
O3438,C151,R339,2024-03-08,Chennai,1193.16,Credit Card,1,39
O3439,C481,R277,2023-12-11,Delhi,1176.48,COD,4,29
O3440,C310,R217,2023-03-26,Chennai,595.91,Debit Card,3,21
O3441,C392,R227,2024-03-10,Bangalore,1071.99,UPI,4,18
O3442,C680,R279,2023-12-05,Chennai,1417.81,UPI,3,48
O3443,C532,R215,2024-02-21,Hyderabad,975.94,Debit Card,2,59
O3444,C200,R276,2023-08-30,Mumbai,307.77,UPI,3,58
O3445,C870,R336,2023-08-02,Mumbai,1051.59,COD,1,56
O3446,C622,R225,2024-02-29,Delhi,246.87,UPI,5,33
O3447,C725,R227,2024-06-10,Chennai,1320.95,UPI,5,52
O3448,C174,R304,2023-01-26,Delhi,823.32,Credit Card,4,41
O3449,C142,R276,2023-04-19,Delhi,639.2,COD,2,19
O3450,C119,R208,2023-06-24,Bangalore,179.81,COD,4,27
O3451,C261,R250,2024-09-21,Pune,633.1,Credit Card,3,28
O3452,C450,R275,2023-09-05,Delhi,1364.49,Net Banking,5,44
O3453,C855,R321,2024-10-05,Pune,129.38,Debit Card,3,24
O3454,C486,R231,2023-11-30,Pune,764.51,COD,5,46
O3455,C339,R256,2023-11-20,Mumbai,1403.62,Net Banking,5,15
O3456,C560,R253,2023-07-07,Hyderabad,652.78,Debit Card,5,38
O3457,C193,R315,2024-08-26,Hyderabad,699.45,COD,1,43
O3458,C596,R343,2024-05-02,Chennai,909.98,UPI,3,57
O3459,C569,R261,2023-07-15,Bangalore,748.11,COD,4,21
O3460,C744,R283,2024-02-04,Bangalore,336.04,Debit Card,2,45
O3461,C890,R255,2024-02-19,Hyderabad,125.98,Net Banking,4,31
O3462,C308,R222,2023-08-07,Chennai,953.74,UPI,3,44
O3463,C521,R216,2023-01-12,Hyderabad,1389.13,Debit Card,2,39
O3464,C834,R277,2024-06-05,Chennai,248.91,Debit Card,4,42
O3465,C740,R221,2024-02-08,Chennai,395.33,COD,2,50
O3466,C508,R307,2023-05-08,Chennai,618.32,Credit Card,3,21
O3467,C861,R216,2023-09-25,Chennai,1232.24,Credit Card,5,49
O3468,C156,R214,2023-09-27,Mumbai,476.96,UPI,3,34
O3469,C849,R313,2023-10-11,Mumbai,1334.88,Debit Card,1,28
O3470,C150,R247,2024-02-05,Hyderabad,176.94,Net Banking,2,44
O3471,C553,R312,2023-12-26,Chennai,1417.34,UPI,3,15
O3472,C824,R296,2023-09-23,Delhi,885.05,UPI,5,52
O3473,C320,R290,2023-10-31,Chennai,1022.29,COD,5,55
O3474,C494,R215,2024-05-18,Delhi,614.77,Net Banking,3,39
O3475,C374,R297,2023-09-16,Mumbai,1194.79,Debit Card,4,48
O3476,C864,R310,2023-11-19,Chennai,333.19,Debit Card,3,22
O3477,C776,R200,2023-08-21,Pune,168.48,Debit Card,5,34
O3478,C684,R240,2023-11-25,Hyderabad,653.72,UPI,3,44
O3479,C582,R247,2024-06-17,Chennai,1295.17,COD,1,18
O3480,C773,R307,2024-03-29,Bangalore,1156.9,UPI,4,35
O3481,C425,R302,2023-06-29,Delhi,824.02,Credit Card,3,41
O3482,C477,R327,2023-12-09,Chennai,900.99,Credit Card,5,24
O3483,C699,R229,2023-06-11,Pune,281.85,Debit Card,3,37
O3484,C398,R244,2023-06-07,Delhi,1276.95,COD,3,47
O3485,C163,R279,2024-04-03,Pune,1201.74,Debit Card,2,25
O3486,C173,R238,2023-02-02,Hyderabad,1019.06,Debit Card,3,55
O3487,C196,R244,2023-01-31,Hyderabad,752.67,UPI,1,33
O3488,C807,R277,2023-10-04,Hyderabad,1450.24,Debit Card,5,25
O3489,C494,R280,2024-03-22,Mumbai,1330.64,Debit Card,2,18
O3490,C686,R339,2023-04-20,Pune,1002.2,COD,3,37
O3491,C425,R292,2023-07-26,Chennai,620.52,COD,4,19
O3492,C314,R231,2023-10-10,Bangalore,965.23,COD,1,19
O3493,C389,R223,2024-03-27,Bangalore,905.62,Debit Card,1,32
O3494,C746,R315,2024-05-22,Hyderabad,651.94,COD,1,31
O3495,C612,R212,2023-06-08,Bangalore,529.34,COD,2,17
O3496,C856,R347,2023-05-29,Delhi,669.82,Net Banking,3,57
O3497,C664,R278,2024-05-14,Pune,903.48,Net Banking,1,22
O3498,C571,R255,2023-06-28,Pune,699.39,Credit Card,3,54
O3499,C596,R252,2024-01-09,Pune,469.0,UPI,4,37
O3500,C860,R267,2024-07-27,Delhi,1165.35,UPI,3,37
O3501,C742,R233,2023-02-11,Chennai,844.05,COD,3,16
O3502,C120,R227,2023-10-31,Mumbai,194.75,Credit Card,3,53
O3503,C541,R249,2024-08-12,Delhi,615.64,Credit Card,5,35
O3504,C670,R329,2023-09-27,Pune,1338.88,Net Banking,2,38
O3505,C713,R310,2024-09-13,Pune,1157.33,Credit Card,3,52
O3506,C272,R293,2024-08-10,Pune,552.55,Debit Card,1,34
O3507,C805,R246,2023-08-19,Chennai,1413.46,COD,5,53
O3508,C868,R225,2024-05-24,Bangalore,207.24,Debit Card,3,41
O3509,C295,R283,2023-08-23,Mumbai,1445.73,UPI,5,58
O3510,C816,R305,2023-12-25,Delhi,443.99,Net Banking,2,53
O3511,C183,R291,2024-10-03,Pune,112.73,Debit Card,5,21
O3512,C156,R319,2024-09-11,Hyderabad,707.33,COD,1,47
O3513,C204,R274,2023-01-15,Mumbai,602.56,Debit Card,3,43
O3514,C157,R321,2024-07-11,Hyderabad,854.72,Debit Card,1,24
O3515,C789,R240,2023-05-05,Mumbai,1215.48,Credit Card,4,24
O3516,C158,R251,2023-11-17,Pune,1279.4,Net Banking,5,26
O3517,C327,R281,2023-07-08,Mumbai,661.72,UPI,5,17
O3518,C185,R333,2023-08-06,Mumbai,701.78,COD,5,17
O3519,C346,R273,2024-04-16,Pune,307.45,COD,2,27
O3520,C182,R265,2023-01-24,Chennai,166.57,UPI,1,59
O3521,C655,R223,2024-09-24,Hyderabad,997.7,COD,4,45
O3522,C205,R227,2023-12-13,Chennai,190.21,Credit Card,2,41
O3523,C796,R316,2023-05-27,Hyderabad,1127.36,Debit Card,2,20
O3524,C771,R313,2023-10-03,Bangalore,854.73,Credit Card,3,41
O3525,C113,R260,2023-01-20,Hyderabad,378.02,Credit Card,4,49
O3526,C825,R268,2024-03-12,Hyderabad,855.33,Credit Card,5,23
O3527,C124,R313,2023-01-02,Mumbai,356.2,UPI,5,20
O3528,C297,R274,2023-03-31,Bangalore,714.23,Net Banking,3,20
O3529,C126,R258,2024-08-16,Pune,1219.38,UPI,5,54
O3530,C381,R329,2023-11-02,Pune,746.69,UPI,1,40
O3531,C524,R214,2023-08-21,Delhi,308.18,Credit Card,5,57
O3532,C748,R304,2023-05-05,Bangalore,1113.36,Net Banking,1,33
O3533,C382,R347,2024-07-01,Mumbai,361.48,UPI,3,30
O3534,C680,R297,2023-07-20,Delhi,1133.97,Net Banking,3,55
O3535,C257,R234,2024-08-05,Delhi,771.09,Credit Card,1,37
O3536,C715,R230,2024-03-05,Pune,735.24,UPI,5,25
O3537,C294,R326,2024-03-27,Hyderabad,1292.01,Net Banking,3,30
O3538,C216,R218,2024-05-24,Mumbai,1092.04,COD,3,43
O3539,C256,R223,2024-09-01,Bangalore,146.08,UPI,1,52
O3540,C249,R283,2023-02-23,Delhi,514.64,UPI,3,34
O3541,C524,R291,2023-07-24,Mumbai,1319.29,UPI,5,35
O3542,C789,R344,2024-09-17,Pune,125.66,Net Banking,3,42
O3543,C174,R346,2024-08-31,Delhi,863.35,Debit Card,1,47
O3544,C681,R317,2023-04-02,Delhi,1118.96,UPI,5,54
O3545,C641,R246,2023-05-21,Chennai,970.6,COD,4,40
O3546,C808,R302,2023-09-03,Pune,1164.75,COD,1,24
O3547,C301,R320,2024-10-06,Chennai,1115.97,Credit Card,4,48
O3548,C481,R293,2023-12-05,Pune,1068.84,Debit Card,3,23
O3549,C845,R344,2024-06-25,Pune,1250.16,Debit Card,5,50
O3550,C650,R241,2024-04-29,Chennai,1003.97,Net Banking,3,25
O3551,C422,R310,2023-01-19,Mumbai,663.39,Credit Card,5,24
O3552,C205,R228,2024-07-01,Mumbai,760.67,Net Banking,2,21
O3553,C320,R323,2023-11-29,Mumbai,1103.41,Credit Card,3,52
O3554,C577,R216,2023-07-05,Hyderabad,1326.83,Debit Card,3,30
O3555,C690,R213,2023-10-13,Delhi,481.11,Net Banking,3,40
O3556,C200,R249,2024-08-24,Mumbai,578.91,Credit Card,1,46
O3557,C586,R256,2023-01-05,Hyderabad,1403.04,Debit Card,5,45
O3558,C555,R303,2024-10-03,Delhi,909.92,Debit Card,5,46
O3559,C524,R238,2024-05-09,Mumbai,350.55,UPI,5,59
O3560,C671,R295,2023-10-10,Pune,1029.17,Net Banking,1,26
O3561,C787,R235,2023-02-16,Bangalore,1487.07,UPI,5,41
O3562,C371,R313,2023-03-20,Mumbai,1252.83,Debit Card,3,36
O3563,C822,R236,2023-01-13,Bangalore,1144.04,Net Banking,4,29
O3564,C230,R213,2024-04-04,Mumbai,391.27,Net Banking,2,22
O3565,C242,R322,2023-11-03,Pune,1326.6,COD,5,18
O3566,C322,R282,2023-11-27,Bangalore,836.1,Credit Card,1,22
O3567,C199,R272,2024-04-16,Hyderabad,1345.01,COD,1,37
O3568,C292,R301,2023-04-15,Pune,561.76,COD,5,30
O3569,C190,R280,2024-08-10,Bangalore,186.87,Debit Card,4,48
O3570,C774,R282,2023-02-03,Bangalore,766.37,Credit Card,5,36
O3571,C212,R243,2023-04-30,Chennai,477.77,COD,1,37
O3572,C711,R267,2024-08-19,Chennai,1101.32,COD,2,19
O3573,C143,R247,2024-01-17,Pune,1439.95,Net Banking,4,51
O3574,C861,R256,2024-06-03,Pune,1067.36,Debit Card,5,58
O3575,C685,R274,2024-02-02,Pune,1341.71,COD,2,21
O3576,C106,R221,2023-11-29,Delhi,734.23,Credit Card,5,51
O3577,C724,R331,2023-02-03,Hyderabad,1180.3,UPI,4,40
O3578,C525,R245,2023-01-21,Mumbai,1280.26,UPI,1,42
O3579,C737,R210,2023-03-26,Chennai,1095.23,Debit Card,4,18
O3580,C533,R230,2024-02-14,Bangalore,810.89,UPI,3,46
O3581,C629,R338,2023-01-27,Chennai,976.21,Net Banking,5,52
O3582,C741,R319,2024-06-27,Mumbai,1080.71,Net Banking,2,23
O3583,C438,R255,2024-02-08,Pune,454.32,Credit Card,2,50
O3584,C102,R237,2023-01-03,Chennai,1233.41,Debit Card,4,40
O3585,C795,R220,2024-01-14,Hyderabad,1430.45,Debit Card,4,25
O3586,C415,R309,2024-09-15,Hyderabad,751.34,UPI,4,34
O3587,C511,R293,2024-04-23,Delhi,1081.49,COD,2,52
O3588,C106,R337,2023-10-02,Chennai,1131.84,COD,1,29
O3589,C511,R335,2023-09-22,Pune,1027.15,COD,2,49
O3590,C890,R207,2023-04-20,Bangalore,865.96,Credit Card,1,23
O3591,C332,R271,2024-01-29,Delhi,1334.31,Debit Card,4,47
O3592,C428,R318,2024-02-22,Pune,728.5,UPI,3,25
O3593,C670,R233,2023-06-03,Delhi,185.54,Credit Card,2,36
O3594,C769,R343,2023-04-07,Chennai,1282.38,Net Banking,4,20
O3595,C451,R304,2024-03-09,Mumbai,1043.57,Net Banking,2,51
O3596,C361,R340,2023-02-22,Chennai,1288.96,Net Banking,4,35
O3597,C856,R286,2023-04-12,Pune,293.97,Debit Card,2,26
O3598,C663,R349,2024-01-22,Bangalore,143.05,Net Banking,5,21
O3599,C199,R263,2023-12-19,Bangalore,1408.12,COD,2,16
O3600,C169,R201,2023-01-15,Pune,306.82,Net Banking,5,53
O3601,C505,R308,2023-09-28,Delhi,1233.51,Credit Card,1,55
O3602,C284,R225,2023-07-06,Hyderabad,1252.49,Net Banking,2,38
O3603,C310,R282,2024-06-23,Pune,1092.19,COD,1,40
O3604,C811,R306,2024-07-04,Chennai,283.77,Net Banking,3,39
O3605,C181,R268,2024-01-09,Bangalore,1034.36,UPI,5,34
O3606,C687,R296,2024-09-11,Mumbai,1344.72,COD,2,54
O3607,C327,R229,2023-08-02,Bangalore,695.74,Debit Card,1,55
O3608,C722,R207,2023-09-03,Hyderabad,678.92,Net Banking,4,56
O3609,C695,R237,2023-04-12,Bangalore,720.0,Credit Card,1,58
O3610,C106,R280,2023-08-29,Hyderabad,215.18,Net Banking,2,16
O3611,C521,R307,2023-08-21,Pune,1348.84,Credit Card,3,56
O3612,C212,R264,2023-04-29,Bangalore,1316.86,UPI,5,49
O3613,C805,R266,2024-04-26,Delhi,1497.07,Debit Card,4,47
O3614,C808,R289,2023-09-26,Chennai,919.26,COD,1,31
O3615,C451,R294,2023-12-28,Delhi,1151.67,COD,2,36
O3616,C474,R271,2024-02-29,Chennai,383.74,Debit Card,2,15
O3617,C352,R242,2023-09-14,Bangalore,1034.54,UPI,5,51
O3618,C690,R245,2023-11-02,Bangalore,1009.63,UPI,4,44
O3619,C399,R324,2024-06-28,Chennai,1361.69,Net Banking,1,20
O3620,C323,R238,2023-06-02,Mumbai,1263.11,UPI,1,55
O3621,C467,R250,2024-05-03,Bangalore,1413.85,Net Banking,1,28
O3622,C183,R203,2024-01-08,Mumbai,1316.37,Credit Card,5,50
O3623,C710,R320,2024-05-23,Mumbai,1316.17,Debit Card,5,47
O3624,C112,R279,2024-06-23,Chennai,189.21,Credit Card,4,52
O3625,C634,R276,2023-03-15,Mumbai,1284.35,Credit Card,1,53
O3626,C251,R332,2024-07-28,Mumbai,950.47,Credit Card,1,20
O3627,C292,R254,2023-05-05,Pune,632.62,Credit Card,4,40
O3628,C622,R219,2023-09-19,Delhi,179.12,COD,4,38
O3629,C891,R233,2024-05-09,Mumbai,1048.74,UPI,4,47
O3630,C734,R321,2024-05-01,Delhi,559.48,Debit Card,2,22
O3631,C289,R308,2024-03-16,Mumbai,754.89,Debit Card,4,58
O3632,C245,R325,2023-03-09,Delhi,1054.42,Credit Card,3,57
O3633,C805,R253,2023-04-25,Bangalore,1376.48,Debit Card,5,48
O3634,C474,R344,2024-04-02,Bangalore,1255.61,Net Banking,4,48
O3635,C211,R332,2024-08-12,Delhi,730.84,Debit Card,2,38
O3636,C803,R288,2023-07-26,Mumbai,642.9,Credit Card,3,16
O3637,C770,R345,2024-01-26,Pune,435.69,Debit Card,2,22
O3638,C888,R252,2023-04-16,Delhi,621.4,UPI,2,39
O3639,C835,R249,2023-05-08,Hyderabad,255.46,Credit Card,2,44
O3640,C796,R271,2023-06-24,Pune,1459.55,COD,2,46
O3641,C152,R340,2024-02-18,Hyderabad,903.48,UPI,1,44
O3642,C187,R215,2023-09-10,Delhi,278.93,Debit Card,5,21
O3643,C569,R212,2024-04-14,Mumbai,593.93,COD,1,38
O3644,C539,R219,2024-01-12,Hyderabad,865.85,UPI,3,23
O3645,C486,R265,2023-01-03,Delhi,846.04,Net Banking,1,30
O3646,C429,R246,2024-08-10,Pune,149.7,UPI,3,16
O3647,C464,R346,2023-07-12,Mumbai,1431.18,COD,4,49
O3648,C569,R321,2023-02-09,Hyderabad,485.53,Net Banking,3,48
O3649,C102,R253,2023-05-15,Delhi,122.66,Debit Card,1,36
O3650,C318,R205,2024-07-08,Mumbai,207.02,Credit Card,1,33
O3651,C528,R213,2024-03-18,Mumbai,912.27,Debit Card,3,35
O3652,C695,R331,2023-11-26,Bangalore,292.9,Credit Card,1,26
O3653,C243,R285,2024-09-22,Mumbai,158.41,Credit Card,3,25
O3654,C553,R226,2024-04-09,Delhi,631.48,COD,2,33
O3655,C686,R206,2023-04-26,Pune,971.87,Net Banking,5,20
O3656,C474,R330,2023-07-29,Chennai,256.58,Net Banking,3,56
O3657,C123,R201,2024-09-24,Bangalore,538.66,UPI,2,28
O3658,C481,R279,2023-08-31,Delhi,684.86,Debit Card,2,47
O3659,C347,R259,2024-10-11,Delhi,323.24,COD,2,52
O3660,C847,R223,2023-08-03,Delhi,808.5,Debit Card,2,27
O3661,C200,R214,2023-08-25,Hyderabad,219.3,UPI,3,40
O3662,C640,R294,2023-04-14,Hyderabad,165.13,UPI,1,28
O3663,C152,R341,2023-12-23,Pune,827.77,COD,2,59
O3664,C475,R333,2023-11-16,Delhi,447.06,UPI,4,38
O3665,C558,R280,2023-10-05,Hyderabad,233.52,COD,2,15
O3666,C349,R217,2023-01-22,Hyderabad,693.48,UPI,1,59
O3667,C486,R219,2023-09-18,Hyderabad,1381.2,Net Banking,1,44
O3668,C234,R314,2024-08-08,Pune,1113.87,COD,5,24
O3669,C353,R239,2024-07-14,Pune,1241.86,Net Banking,5,24
O3670,C607,R238,2023-12-23,Delhi,1320.68,Net Banking,2,42
O3671,C352,R231,2024-05-26,Bangalore,1461.68,COD,2,18
O3672,C827,R323,2023-11-18,Delhi,1168.55,Debit Card,5,28
O3673,C613,R307,2023-11-12,Hyderabad,951.77,Credit Card,2,26
O3674,C469,R226,2024-05-31,Chennai,611.6,UPI,4,52
O3675,C132,R309,2023-05-13,Hyderabad,354.3,UPI,3,51
O3676,C513,R296,2023-02-04,Mumbai,1061.32,Debit Card,5,24
O3677,C724,R273,2023-08-27,Chennai,1492.93,Credit Card,5,55
O3678,C322,R216,2023-07-16,Chennai,754.3,Debit Card,1,41
O3679,C757,R248,2023-06-03,Delhi,1113.15,Credit Card,2,56
O3680,C310,R280,2023-02-24,Hyderabad,793.13,COD,5,26
O3681,C776,R315,2024-04-12,Hyderabad,704.71,COD,5,36
O3682,C178,R222,2023-01-07,Bangalore,674.43,Net Banking,4,18
O3683,C804,R297,2024-03-19,Mumbai,806.47,Net Banking,2,43
O3684,C513,R271,2023-05-13,Delhi,613.65,COD,3,50
O3685,C347,R340,2024-02-02,Pune,1148.28,Net Banking,4,59
O3686,C321,R256,2023-12-05,Delhi,1323.98,COD,3,28
O3687,C466,R347,2024-09-02,Chennai,1336.04,Debit Card,1,26
O3688,C895,R285,2024-09-20,Delhi,418.78,UPI,5,59
O3689,C285,R222,2024-01-08,Bangalore,1354.27,COD,4,34
O3690,C185,R304,2023-10-23,Delhi,578.17,COD,3,59
O3691,C580,R266,2024-05-27,Bangalore,533.03,COD,2,37
O3692,C510,R233,2023-02-25,Chennai,1117.46,Net Banking,1,36
O3693,C535,R232,2024-01-29,Bangalore,526.57,Net Banking,1,48
O3694,C654,R245,2024-05-29,Hyderabad,174.15,Net Banking,5,35
O3695,C322,R280,2024-04-10,Pune,623.06,Net Banking,5,23
O3696,C835,R346,2023-03-25,Chennai,1110.05,Debit Card,3,24
O3697,C467,R286,2024-08-04,Bangalore,557.74,COD,3,24
O3698,C204,R214,2024-06-30,Mumbai,981.38,Debit Card,1,59
O3699,C707,R322,2024-07-28,Chennai,1024.17,Net Banking,3,44
O3700,C630,R320,2024-03-15,Mumbai,1127.23,Debit Card,5,47
O3701,C365,R277,2024-01-17,Pune,1355.98,COD,1,16
O3702,C607,R265,2024-05-01,Bangalore,705.59,COD,1,46
O3703,C283,R238,2024-06-17,Chennai,333.0,Net Banking,2,59
O3704,C474,R217,2023-08-11,Chennai,546.5,COD,2,31
O3705,C827,R220,2023-08-25,Pune,705.03,Debit Card,3,42
O3706,C205,R226,2024-08-08,Hyderabad,1099.45,Credit Card,3,59
O3707,C421,R201,2023-04-26,Mumbai,118.37,COD,5,31
O3708,C774,R296,2023-03-19,Chennai,542.1,Debit Card,5,28
O3709,C874,R238,2024-08-11,Delhi,1191.78,Debit Card,2,24
O3710,C486,R255,2024-04-23,Mumbai,1039.2,Debit Card,1,48
O3711,C519,R306,2023-03-27,Bangalore,1124.44,COD,4,28
O3712,C572,R326,2023-08-25,Pune,1236.54,Credit Card,4,31
O3713,C850,R212,2024-07-22,Mumbai,1196.53,Net Banking,3,51
O3714,C800,R325,2023-09-21,Delhi,1055.06,Net Banking,4,36
O3715,C241,R255,2024-02-12,Delhi,715.53,COD,4,32
O3716,C468,R227,2024-07-16,Pune,1477.04,COD,2,49
O3717,C492,R263,2023-11-22,Pune,896.7,UPI,1,32
O3718,C742,R270,2024-04-02,Mumbai,383.88,Credit Card,5,44
O3719,C591,R318,2023-07-18,Bangalore,509.94,Debit Card,2,51
O3720,C641,R299,2024-04-12,Hyderabad,1070.99,Debit Card,5,54
O3721,C895,R240,2023-02-13,Delhi,1394.64,Net Banking,2,20
O3722,C173,R203,2023-03-26,Pune,350.21,COD,2,29
O3723,C288,R287,2023-03-03,Hyderabad,215.29,Credit Card,4,49
O3724,C440,R283,2024-04-02,Hyderabad,1334.14,Net Banking,5,40
O3725,C390,R245,2024-06-18,Hyderabad,1381.39,Credit Card,2,55
O3726,C119,R287,2024-02-10,Bangalore,486.93,COD,4,41
O3727,C183,R206,2023-11-20,Pune,628.2,Debit Card,3,44
O3728,C666,R276,2023-07-15,Delhi,1024.26,UPI,5,25
O3729,C814,R335,2023-02-09,Pune,561.9,Credit Card,2,38
O3730,C525,R340,2023-08-25,Mumbai,1328.02,Debit Card,3,28
O3731,C547,R292,2023-03-20,Delhi,250.61,Credit Card,4,37
O3732,C312,R219,2023-10-01,Pune,153.18,Credit Card,2,23
O3733,C725,R277,2023-09-19,Delhi,391.88,Credit Card,4,56
O3734,C715,R226,2023-11-01,Mumbai,500.52,COD,4,32
O3735,C583,R319,2023-01-14,Chennai,258.1,Net Banking,4,53
O3736,C272,R224,2024-06-09,Delhi,191.97,Credit Card,5,33
O3737,C183,R251,2023-06-20,Chennai,1157.85,COD,3,19
O3738,C163,R220,2023-03-19,Hyderabad,329.99,UPI,3,32
O3739,C584,R217,2023-02-06,Bangalore,1379.49,Net Banking,1,47
O3740,C776,R238,2023-05-14,Mumbai,615.2,COD,2,58
O3741,C800,R214,2024-07-08,Delhi,1038.85,UPI,4,52
O3742,C492,R252,2023-02-28,Mumbai,415.56,Net Banking,2,27
O3743,C740,R237,2023-08-13,Hyderabad,436.45,COD,3,23
O3744,C861,R251,2023-02-02,Chennai,904.59,UPI,3,40
O3745,C328,R271,2023-11-26,Bangalore,884.9,COD,4,15
O3746,C431,R227,2023-03-10,Mumbai,1176.22,UPI,5,26
O3747,C850,R343,2024-04-12,Chennai,1160.94,Credit Card,4,38
O3748,C382,R317,2023-08-22,Hyderabad,1038.96,Credit Card,4,15
O3749,C838,R343,2023-11-21,Hyderabad,728.78,Net Banking,1,18
O3750,C886,R234,2024-02-14,Hyderabad,1346.9,UPI,5,21
O3751,C650,R344,2023-10-10,Chennai,971.61,Credit Card,2,42
O3752,C771,R298,2024-04-30,Delhi,1486.28,Net Banking,5,51
O3753,C713,R251,2024-04-23,Pune,1247.12,Debit Card,4,19
O3754,C677,R339,2024-08-14,Mumbai,162.03,Credit Card,4,53
O3755,C356,R282,2023-12-22,Pune,548.83,Credit Card,4,46
O3756,C156,R247,2024-04-07,Hyderabad,900.63,COD,4,45
O3757,C386,R221,2024-05-27,Pune,1110.06,Debit Card,4,58
O3758,C654,R322,2023-08-20,Chennai,870.47,UPI,5,29
O3759,C184,R326,2023-10-16,Hyderabad,1200.58,Net Banking,4,17
O3760,C112,R251,2023-10-21,Hyderabad,495.72,Debit Card,3,29
O3761,C212,R278,2023-02-01,Bangalore,357.48,UPI,3,57
O3762,C687,R328,2024-07-14,Bangalore,175.48,Credit Card,1,32
O3763,C877,R265,2024-01-21,Chennai,902.64,Net Banking,2,35
O3764,C888,R263,2023-07-09,Chennai,1064.04,Net Banking,3,24
O3765,C511,R207,2023-09-26,Pune,556.61,Debit Card,1,35
O3766,C807,R224,2024-01-31,Mumbai,959.02,COD,5,40
O3767,C701,R293,2024-02-19,Pune,173.02,UPI,2,55
O3768,C513,R214,2024-09-07,Chennai,239.01,Debit Card,4,17
O3769,C572,R321,2024-07-08,Mumbai,1082.46,COD,4,15
O3770,C211,R274,2023-12-15,Pune,615.3,COD,5,35
O3771,C856,R303,2024-02-04,Delhi,1039.87,COD,2,25
O3772,C392,R237,2024-07-27,Delhi,1264.41,Net Banking,3,30
O3773,C475,R314,2024-07-04,Mumbai,1293.67,UPI,2,49
O3774,C657,R238,2024-07-03,Bangalore,341.03,UPI,1,35
O3775,C381,R307,2024-07-02,Mumbai,780.8,Debit Card,5,55
O3776,C310,R216,2024-07-21,Pune,1127.5,Credit Card,3,25
O3777,C616,R334,2024-05-07,Hyderabad,1183.57,Debit Card,2,45
O3778,C120,R317,2024-04-21,Delhi,1198.55,UPI,2,15
O3779,C694,R238,2023-08-12,Hyderabad,419.43,Net Banking,3,55
O3780,C525,R234,2023-05-10,Delhi,369.55,Debit Card,1,46
O3781,C594,R250,2023-06-10,Pune,926.02,Credit Card,1,17
O3782,C617,R246,2024-08-20,Delhi,1137.52,Debit Card,2,46
O3783,C538,R235,2023-08-01,Mumbai,546.8,COD,4,56
O3784,C578,R263,2023-06-09,Hyderabad,246.59,Credit Card,3,19
O3785,C668,R294,2024-07-11,Chennai,1103.44,COD,1,57
O3786,C716,R304,2023-05-07,Hyderabad,519.58,Net Banking,1,51
O3787,C699,R212,2023-04-27,Pune,332.91,UPI,1,26
O3788,C807,R345,2023-01-10,Chennai,306.81,Debit Card,5,28
O3789,C261,R348,2023-01-09,Hyderabad,540.87,Debit Card,4,58
O3790,C433,R311,2023-07-22,Pune,929.75,COD,1,23
O3791,C861,R264,2023-01-07,Bangalore,601.76,COD,4,21
O3792,C428,R207,2023-02-19,Mumbai,128.93,UPI,2,30
O3793,C200,R247,2023-12-16,Delhi,235.67,Debit Card,2,42
O3794,C538,R284,2023-05-01,Delhi,506.7,UPI,5,21
O3795,C193,R242,2023-05-28,Delhi,1023.59,COD,4,28
O3796,C267,R284,2023-11-16,Bangalore,237.92,COD,3,46
O3797,C895,R218,2024-05-14,Mumbai,884.92,Credit Card,5,22
O3798,C549,R222,2023-04-28,Hyderabad,267.84,COD,1,41
O3799,C335,R314,2024-01-02,Hyderabad,396.26,COD,2,17
O3800,C891,R249,2023-02-27,Mumbai,341.06,UPI,2,41
O3801,C873,R242,2023-09-03,Chennai,194.12,Credit Card,3,44
O3802,C469,R298,2023-11-09,Mumbai,1039.86,Credit Card,5,48
O3803,C317,R303,2024-06-06,Delhi,748.76,Debit Card,4,40
O3804,C787,R315,2023-05-28,Hyderabad,1263.47,Net Banking,2,51
O3805,C687,R250,2023-07-01,Mumbai,238.45,Debit Card,1,54
O3806,C670,R305,2024-01-26,Hyderabad,302.63,Debit Card,3,36
O3807,C824,R311,2024-02-21,Mumbai,529.04,Debit Card,3,46
O3808,C671,R271,2024-06-04,Pune,1172.21,Credit Card,3,55
O3809,C334,R338,2024-07-31,Delhi,528.06,UPI,1,16
O3810,C674,R279,2024-04-15,Mumbai,671.79,COD,3,22
